INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10441475	1	4	41	475	4	38	1	-1	-1	无极之如梦鞋	75	-1	冰蚕丝织，穿上仙风道骨，如天神下凡，气韵超凡。	1706	1364	181	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	234	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	75	3	3	1	250	-1	0	0	0	-1	-1
10441476	1	4	41	476	4	38	1	-1	-1	无极之如梦鞋	76	-1	冰蚕丝织，穿上仙风道骨，如天神下凡，气韵超凡。	1751	1400	182	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	234	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	76	3	3	1	250	-1	0	0	0	-1	-1
10441477	1	4	41	477	4	38	1	-1	-1	无极之如梦鞋	77	-1	冰蚕丝织，穿上仙风道骨，如天神下凡，气韵超凡。	1797	1437	184	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	234	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	77	3	3	1	250	-1	0	0	0	-1	-1
10441478	1	4	41	478	4	38	1	-1	-1	无极之如梦鞋	78	-1	冰蚕丝织，穿上仙风道骨，如天神下凡，气韵超凡。	1844	1475	185	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	234	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	78	3	3	1	250	-1	0	0	0	-1	-1
10441479	1	4	41	479	4	38	1	-1	-1	无极之如梦鞋	79	-1	冰蚕丝织，穿上仙风道骨，如天神下凡，气韵超凡。	1891	1512	186	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	234	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	79	3	3	1	250	-1	0	0	0	-1	-1
10441480	1	4	41	480	4	38	1	-1	-1	无极之如梦鞋	80	-1	冰蚕丝织，穿上仙风道骨，如天神下凡，气韵超凡。	1939	1551	187	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	80	3	3	1	250	-1	0	0	0	-1	-1
10441481	1	4	41	481	4	39	1	-1	-1	无极之圣目鞋	81	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	1987	1589	176	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	81	4	4	1	250	-1	0	0	0	-1	-1
10441482	1	4	41	482	4	39	1	-1	-1	无极之圣目鞋	82	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2036	1628	177	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	82	4	4	1	250	-1	0	0	0	-1	-1
10441483	1	4	41	483	4	39	1	-1	-1	无极之圣目鞋	83	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2085	1668	179	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	83	4	4	1	250	-1	0	0	0	-1	-1
10441484	1	4	41	484	4	39	1	-1	-1	无极之圣目鞋	84	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2135	1708	180	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	84	4	4	1	250	-1	0	0	0	-1	-1
10441485	1	4	41	485	4	39	1	-1	-1	无极之圣目鞋	85	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2186	1748	181	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	4	4	1	250	-1	0	0	0	-1	-1
10441486	1	4	41	486	4	39	1	-1	-1	无极之圣目鞋	86	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2237	1789	182	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	86	4	4	1	250	-1	0	0	0	-1	-1
10441487	1	4	41	487	4	39	1	-1	-1	无极之圣目鞋	87	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2289	1831	184	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	87	4	4	1	250	-1	0	0	0	-1	-1
10441488	1	4	41	488	4	39	1	-1	-1	无极之圣目鞋	88	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2342	1873	185	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	88	4	4	1	250	-1	0	0	0	-1	-1
10441489	1	4	41	489	4	39	1	-1	-1	无极之圣目鞋	89	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2395	1916	186	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	89	4	4	1	250	-1	0	0	0	-1	-1
10441490	1	4	41	490	4	39	1	-1	-1	无极之圣目鞋	90	-1	采用精选蚕丝制成的鞋子，据说镶嵌有二郎神第三只眼睛，及其珍贵。	2449	1959	187	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	90	4	4	1	250	-1	0	0	0	-1	-1
10441491	1	4	41	491	4	40	1	-1	-1	无极之灵动天靴	91	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2503	2002	176	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	91	4	4	1	250	-1	0	0	0	-1	-1
10441492	1	4	41	492	4	40	1	-1	-1	无极之灵动天靴	92	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2558	2046	177	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	92	4	4	1	250	-1	0	0	0	-1	-1
10441493	1	4	41	493	4	40	1	-1	-1	无极之灵动天靴	93	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2613	2090	179	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	93	4	4	1	250	-1	0	0	0	-1	-1
10441494	1	4	41	494	4	40	1	-1	-1	无极之灵动天靴	94	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2669	2135	180	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	94	4	4	1	250	-1	0	0	0	-1	-1
10441495	1	4	41	495	4	40	1	-1	-1	无极之灵动天靴	95	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2726	2180	181	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	95	4	4	1	250	-1	0	0	0	-1	-1
10441496	1	4	41	496	4	40	1	-1	-1	无极之灵动天靴	96	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2783	2226	182	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	96	4	4	1	250	-1	0	0	0	-1	-1
10441497	1	4	41	497	4	40	1	-1	-1	无极之灵动天靴	97	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2841	2272	184	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	97	4	4	1	250	-1	0	0	0	-1	-1
10441498	1	4	41	498	4	40	1	-1	-1	无极之灵动天靴	98	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2900	2320	185	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	98	4	4	1	250	-1	0	0	0	-1	-1
10441499	1	4	41	499	4	40	1	-1	-1	无极之灵动天靴	99	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	2959	2367	186	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	99	4	4	1	250	-1	0	0	0	-1	-1
10441500	1	4	41	500	4	40	1	-1	-1	无极之灵动天靴	100	-1	传说中以独角兽的毛织造而成的天靴，百坚不摧，散发出无限灵气。	3019	2415	187	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	330	330	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	100	4	4	1	250	-1	0	0	0	-1	-1
10441501	1	4	41	501	4	31	1	-1	-1	荒毒之棉布鞋	1	-1	由品质精良的棉布制成，舒适轻便。	19	15	176	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	1	1	1	250	-1	0	0	0	-1	-1
10441502	1	4	41	502	4	31	1	-1	-1	荒毒之棉布鞋	2	-1	由品质精良的棉布制成，舒适轻便。	20	16	177	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	1	1	1	250	-1	0	0	0	-1	-1
10441503	1	4	41	503	4	31	1	-1	-1	荒毒之棉布鞋	3	-1	由品质精良的棉布制成，舒适轻便。	21	16	179	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	1	1	1	250	-1	0	0	0	-1	-1
10441504	1	4	41	504	4	31	1	-1	-1	荒毒之棉布鞋	4	-1	由品质精良的棉布制成，舒适轻便。	23	18	180	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	1	1	1	250	-1	0	0	0	-1	-1
10441505	1	4	41	505	4	31	1	-1	-1	荒毒之棉布鞋	5	-1	由品质精良的棉布制成，舒适轻便。	26	20	181	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	1	1	1	250	-1	0	0	0	-1	-1
10441506	1	4	41	506	4	31	1	-1	-1	荒毒之棉布鞋	6	-1	由品质精良的棉布制成，舒适轻便。	29	23	182	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	6	1	1	1	250	-1	0	0	0	-1	-1
10441507	1	4	41	507	4	31	1	-1	-1	荒毒之棉布鞋	7	-1	由品质精良的棉布制成，舒适轻便。	33	26	184	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	7	1	1	1	250	-1	0	0	0	-1	-1
10441508	1	4	41	508	4	31	1	-1	-1	荒毒之棉布鞋	8	-1	由品质精良的棉布制成，舒适轻便。	38	30	185	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	8	1	1	1	250	-1	0	0	0	-1	-1
10441509	1	4	41	509	4	31	1	-1	-1	荒毒之棉布鞋	9	-1	由品质精良的棉布制成，舒适轻便。	43	34	186	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	9	1	1	1	250	-1	0	0	0	-1	-1
10441510	1	4	41	510	4	31	1	-1	-1	荒毒之棉布鞋	10	-1	由品质精良的棉布制成，舒适轻便。	49	39	187	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	10	1	1	1	250	-1	0	0	0	-1	-1
10441511	1	4	41	511	4	32	1	-1	-1	荒毒之棉丝鞋	11	-1	棉丝质地的鞋子，舒适大方。	55	44	176	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	11	1	1	1	250	-1	0	0	0	-1	-1
10441512	1	4	41	512	4	32	1	-1	-1	荒毒之棉丝鞋	12	-1	棉丝质地的鞋子，舒适大方。	62	49	177	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	12	1	1	1	250	-1	0	0	0	-1	-1
10441513	1	4	41	513	4	32	1	-1	-1	荒毒之棉丝鞋	13	-1	棉丝质地的鞋子，舒适大方。	69	55	179	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	13	1	1	1	250	-1	0	0	0	-1	-1
10441514	1	4	41	514	4	32	1	-1	-1	荒毒之棉丝鞋	14	-1	棉丝质地的鞋子，舒适大方。	77	61	180	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	14	1	1	1	250	-1	0	0	0	-1	-1
10441515	1	4	41	515	4	32	1	-1	-1	荒毒之棉丝鞋	15	-1	棉丝质地的鞋子，舒适大方。	86	68	181	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	15	1	1	1	250	-1	0	0	0	-1	-1
10441516	1	4	41	516	4	32	1	-1	-1	荒毒之棉丝鞋	16	-1	棉丝质地的鞋子，舒适大方。	95	76	182	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	16	1	1	1	250	-1	0	0	0	-1	-1
